year,month,state,city,crime_type,incidents,population
2019,7,Uttar Pradesh,Kanpur,Kidnapping,9,244854
2019,7,Uttar Pradesh,Kanpur,Theft,24,804996
2019,8,Uttar Pradesh,Kanpur,Cyber Crime,30,1407744
2019,8,Uttar Pradesh,Kanpur,Kidnapping,26,1050079
2019,8,Uttar Pradesh,Kanpur,Robbery,27,1399502
2019,12,Uttar Pradesh,Kanpur,Assault,36,523752
2019,12,Uttar Pradesh,Kanpur,Homicide,55,547267
2019,12,Uttar Pradesh,Kanpur,Robbery,39,746995
2019,1,Uttar Pradesh,Lucknow,Assault,52,954653
2019,1,Uttar Pradesh,Lucknow,Fraud,57,1027642
2019,1,Uttar Pradesh,Lucknow,Theft,37,530890
2019,3,Uttar Pradesh,Lucknow,Assault,27,271865
2019,3,Uttar Pradesh,Lucknow,Burglary,6,1274476
2019,3,Uttar Pradesh,Lucknow,Homicide,20,527745
2019,6,Uttar Pradesh,Lucknow,Assault,39,162238
2019,6,Uttar Pradesh,Lucknow,Homicide,5,1415287
2019,6,Uttar Pradesh,Lucknow,Robbery,21,1216329
2019,10,Uttar Pradesh,Lucknow,Assault,28,216770
2019,10,Uttar Pradesh,Lucknow,Fraud,23,682016
2019,10,Uttar Pradesh,Lucknow,Theft,23,1186970
2019,11,Uttar Pradesh,Lucknow,Burglary,57,1448445
2019,11,Uttar Pradesh,Lucknow,Fraud,24,1348983
2019,11,Uttar Pradesh,Lucknow,Theft,29,957636
2019,12,Uttar Pradesh,Lucknow,Assault,46,1430248
2019,12,Uttar Pradesh,Lucknow,Cyber Crime,61,126835
2019,12,Uttar Pradesh,Lucknow,Theft,11,1446245
2019,2,Uttar Pradesh,Noida,Cyber Crime,36,1113557
2019,2,Uttar Pradesh,Noida,Robbery,23,379833
2019,2,Uttar Pradesh,Noida,Theft,25,1348604
2019,4,Uttar Pradesh,Noida,Cyber Crime,29,750395
2019,4,Uttar Pradesh,Noida,Fraud,64,639137
2019,4,Uttar Pradesh,Noida,Homicide,51,196243
2019,5,Uttar Pradesh,Noida,Cyber Crime,31,120740
2019,5,Uttar Pradesh,Noida,Fraud,43,1483658
2019,5,Uttar Pradesh,Noida,Robbery,50,685365
2019,6,Uttar Pradesh,Noida,Cyber Crime,49,969904
2019,6,Uttar Pradesh,Noida,Robbery,62,1464564
2019,6,Uttar Pradesh,Noida,Theft,17,1166017
2019,11,Uttar Pradesh,Noida,Burglary,36,642392
2019,11,Uttar Pradesh,Noida,Fraud,63,878438
2019,11,Uttar Pradesh,Noida,Homicide,51,529691
2019,12,Uttar Pradesh,Noida,Fraud,34,1452687
2019,12,Uttar Pradesh,Noida,Homicide,54,325501
2019,12,Uttar Pradesh,Noida,Theft,45,214032
2019,3,West Bengal,Durgapur,Burglary,74,605794
2019,3,West Bengal,Durgapur,Fraud,52,796991
2019,3,West Bengal,Durgapur,Kidnapping,4,1212968
2019,4,West Bengal,Durgapur,Homicide,25,501116
2019,4,West Bengal,Durgapur,Robbery,39,640170
2019,4,West Bengal,Durgapur,Theft,8,404615
2019,5,West Bengal,Durgapur,Burglary,28,1075423
2019,5,West Bengal,Durgapur,Cyber Crime,28,162790
2019,5,West Bengal,Durgapur,Homicide,27,560350
2019,7,West Bengal,Durgapur,Cyber Crime,12,788450
2019,7,West Bengal,Durgapur,Robbery,58,1456315
2019,7,West Bengal,Durgapur,Theft,13,443927
2019,9,West Bengal,Durgapur,Burglary,66,1347648
2019,9,West Bengal,Durgapur,Kidnapping,32,1119120
2019,9,West Bengal,Durgapur,Robbery,60,890065
2019,10,West Bengal,Durgapur,Assault,42,1042981
2019,10,West Bengal,Durgapur,Burglary,49,702213
2019,10,West Bengal,Durgapur,Theft,14,278026
2019,2,West Bengal,Howrah,Burglary,29,902894
2019,2,West Bengal,Howrah,Cyber Crime,51,167009
2019,2,West Bengal,Howrah,Kidnapping,17,337475
2019,5,West Bengal,Howrah,Assault,24,991835
2019,5,West Bengal,Howrah,Homicide,20,1198956
2019,5,West Bengal,Howrah,Kidnapping,8,333562
2019,7,West Bengal,Howrah,Burglary,48,709590
2019,7,West Bengal,Howrah,Fraud,41,1121451
2019,7,West Bengal,Howrah,Theft,48,1229622
2019,8,West Bengal,Howrah,Burglary,23,830740
2019,8,West Bengal,Howrah,Fraud,61,820199
2019,8,West Bengal,Howrah,Robbery,68,268605
2019,10,West Bengal,Howrah,Fraud,33,768612
2019,10,West Bengal,Howrah,Kidnapping,12,700671
2019,10,West Bengal,Howrah,Robbery,49,789415
2019,11,West Bengal,Howrah,Burglary,63,426262
2019,11,West Bengal,Howrah,Fraud,26,305446
2019,11,West Bengal,Howrah,Theft,50,951060
2019,1,West Bengal,Kolkata,Burglary,8,1478988
2019,1,West Bengal,Kolkata,Homicide,15,1439131
2019,1,West Bengal,Kolkata,Kidnapping,41,1087043
2019,4,West Bengal,Kolkata,Cyber Crime,25,1299340
2019,4,West Bengal,Kolkata,Homicide,63,478297
2019,4,West Bengal,Kolkata,Robbery,45,477077
2019,7,West Bengal,Kolkata,Assault,45,463326
2019,7,West Bengal,Kolkata,Fraud,50,1095817
2019,7,West Bengal,Kolkata,Robbery,28,952155
2019,8,West Bengal,Kolkata,Assault,72,1272019
2019,8,West Bengal,Kolkata,Burglary,52,666377
2019,8,West Bengal,Kolkata,Robbery,45,988342
2019,9,West Bengal,Kolkata,Burglary,41,1136780
2019,9,West Bengal,Kolkata,Cyber Crime,68,762077
2019,9,West Bengal,Kolkata,Homicide,21,1471276
2019,12,West Bengal,Kolkata,Kidnapping,37,1091306
2019,12,West Bengal,Kolkata,Robbery,17,672037
2019,12,West Bengal,Kolkata,Theft,62,1478823
2020,1,Delhi,Dwarka,Cyber Crime,26,655805
2020,1,Delhi,Dwarka,Homicide,82,316491
2020,1,Delhi,Dwarka,Theft,7,975876
2020,2,Delhi,Dwarka,Assault,8,504148
2020,2,Delhi,Dwarka,Fraud,39,904092
2020,2,Delhi,Dwarka,Homicide,8,620553
2020,3,Delhi,Dwarka,Assault,23,1224810
2020,3,Delhi,Dwarka,Robbery,2,1129228
2020,3,Delhi,Dwarka,Theft,71,357859
2020,5,Delhi,Dwarka,Cyber Crime,17,916872
2020,5,Delhi,Dwarka,Homicide,57,1231325
2020,5,Delhi,Dwarka,Kidnapping,15,715497
2020,8,Delhi,Dwarka,Burglary,20,1121991
2020,8,Delhi,Dwarka,Cyber Crime,7,883461
2020,8,Delhi,Dwarka,Fraud,29,119745
2020,12,Delhi,Dwarka,Assault,13,1083092
2020,12,Delhi,Dwarka,Burglary,46,846948
2020,12,Delhi,Dwarka,Robbery,64,136808
2020,2,Delhi,New Delhi,Burglary,73,684086
2020,2,Delhi,New Delhi,Kidnapping,48,715979
2020,2,Delhi,New Delhi,Robbery,45,500239
2020,3,Delhi,New Delhi,Assault,16,490614
2020,3,Delhi,New Delhi,Burglary,46,718542
2020,3,Delhi,New Delhi,Cyber Crime,8,1463219
2020,6,Delhi,New Delhi,Cyber Crime,62,567156
2020,6,Delhi,New Delhi,Robbery,32,1197863
2020,6,Delhi,New Delhi,Theft,73,356670
2020,8,Delhi,New Delhi,Cyber Crime,30,498297
2020,8,Delhi,New Delhi,Robbery,52,514773
2020,8,Delhi,New Delhi,Theft,46,1286318
2020,9,Delhi,New Delhi,Homicide,62,449573
2020,9,Delhi,New Delhi,Kidnapping,58,1056590
2020,9,Delhi,New Delhi,Theft,57,629390
2020,11,Delhi,New Delhi,Assault,16,1424916
2020,11,Delhi,New Delhi,Kidnapping,36,1292443
2020,11,Delhi,New Delhi,Theft,33,1183762
2020,1,Delhi,Rohini,Assault,14,483124
2020,1,Delhi,Rohini,Kidnapping,48,339977
2020,1,Delhi,Rohini,Robbery,53,670669
2020,2,Delhi,Rohini,Homicide,27,1486440
2020,2,Delhi,Rohini,Kidnapping,19,156393
2020,2,Delhi,Rohini,Theft,53,1211937
2020,3,Delhi,Rohini,Homicide,5,1082137
2020,3,Delhi,Rohini,Kidnapping,7,873704
2020,3,Delhi,Rohini,Robbery,67,581624
2020,4,Delhi,Rohini,Fraud,14,356983
2020,4,Delhi,Rohini,Homicide,48,1082081
2020,4,Delhi,Rohini,Theft,50,580110
2020,7,Delhi,Rohini,Fraud,17,939984
2020,7,Delhi,Rohini,Kidnapping,46,314886
2020,7,Delhi,Rohini,Robbery,54,591326
2020,10,Delhi,Rohini,Cyber Crime,10,744039
2020,10,Delhi,Rohini,Fraud,46,574174
2020,10,Delhi,Rohini,Homicide,64,1094644
2020,3,Gujarat,Ahmedabad,Cyber Crime,49,865884
2020,3,Gujarat,Ahmedabad,Kidnapping,20,822405
2020,3,Gujarat,Ahmedabad,Robbery,41,1098389
2020,4,Gujarat,Ahmedabad,Assault,25,298321
2020,4,Gujarat,Ahmedabad,Burglary,64,989047
2020,4,Gujarat,Ahmedabad,Kidnapping,8,326366
2020,5,Gujarat,Ahmedabad,Homicide,32,1208741
2020,5,Gujarat,Ahmedabad,Kidnapping,11,689297
2020,5,Gujarat,Ahmedabad,Theft,56,879642
2020,9,Gujarat,Ahmedabad,Cyber Crime,29,1274327
2020,9,Gujarat,Ahmedabad,Homicide,49,874186
2020,9,Gujarat,Ahmedabad,Theft,42,1014455
2020,10,Gujarat,Ahmedabad,Burglary,71,1391787
2020,10,Gujarat,Ahmedabad,Kidnapping,57,1365075
2020,10,Gujarat,Ahmedabad,Theft,47,314561
2020,11,Gujarat,Ahmedabad,Burglary,30,1148069
2020,11,Gujarat,Ahmedabad,Homicide,35,1296699
2020,11,Gujarat,Ahmedabad,Kidnapping,16,1486733
2020,1,Gujarat,Surat,Assault,15,784418
2020,1,Gujarat,Surat,Burglary,52,986065
2020,1,Gujarat,Surat,Fraud,12,372292
2020,3,Gujarat,Surat,Assault,64,879468
2020,3,Gujarat,Surat,Cyber Crime,57,1010242
2020,3,Gujarat,Surat,Robbery,40,1005932
2020,4,Gujarat,Surat,Burglary,43,1386003
2020,4,Gujarat,Surat,Kidnapping,72,618637
2020,4,Gujarat,Surat,Theft,7,1113670
2020,6,Gujarat,Surat,Assault,64,690860
2020,6,Gujarat,Surat,Burglary,17,193021
2020,6,Gujarat,Surat,Cyber Crime,27,476381
2020,9,Gujarat,Surat,Assault,23,1282353
2020,9,Gujarat,Surat,Homicide,71,187571
2020,9,Gujarat,Surat,Kidnapping,61,717687
2020,10,Gujarat,Surat,Fraud,71,1332881
2020,10,Gujarat,Surat,Robbery,62,236401
2020,10,Gujarat,Surat,Theft,53,588431
2020,1,Gujarat,Vadodara,Assault,55,358848
2020,1,Gujarat,Vadodara,Kidnapping,53,556736
2020,1,Gujarat,Vadodara,Robbery,68,662001
2020,5,Gujarat,Vadodara,Burglary,48,401563
2020,5,Gujarat,Vadodara,Kidnapping,12,790371
2020,5,Gujarat,Vadodara,Robbery,28,457863
2020,6,Gujarat,Vadodara,Burglary,55,182757
2020,6,Gujarat,Vadodara,Cyber Crime,56,353967
2020,6,Gujarat,Vadodara,Kidnapping,69,814796
2020,7,Gujarat,Vadodara,Homicide,71,1268590
2020,7,Gujarat,Vadodara,Kidnapping,64,841673
2020,7,Gujarat,Vadodara,Robbery,47,642426
2020,10,Gujarat,Vadodara,Cyber Crime,6,833152
2020,10,Gujarat,Vadodara,Kidnapping,13,480454
2020,10,Gujarat,Vadodara,Theft,40,762906
2020,12,Gujarat,Vadodara,Assault,33,667133
2020,12,Gujarat,Vadodara,Cyber Crime,27,1227616
2020,12,Gujarat,Vadodara,Robbery,70,570559
2020,1,Karnataka,Bengaluru,Homicide,75,157371
2020,1,Karnataka,Bengaluru,Kidnapping,16,584877
2020,1,Karnataka,Bengaluru,Theft,32,1217381
2020,3,Karnataka,Bengaluru,Assault,54,982724
2020,3,Karnataka,Bengaluru,Cyber Crime,27,483296
2020,3,Karnataka,Bengaluru,Theft,58,1213076
2020,4,Karnataka,Bengaluru,Burglary,61,406079
2020,4,Karnataka,Bengaluru,Cyber Crime,64,893237
2020,4,Karnataka,Bengaluru,Fraud,8,927020
2020,7,Karnataka,Bengaluru,Burglary,30,1492155
2020,7,Karnataka,Bengaluru,Fraud,26,827195
2020,7,Karnataka,Bengaluru,Homicide,49,807855
2020,11,Karnataka,Bengaluru,Burglary,15,1336736
2020,11,Karnataka,Bengaluru,Cyber Crime,24,699174
2020,11,Karnataka,Bengaluru,Fraud,54,934800
2020,12,Karnataka,Bengaluru,Burglary,35,1099102
2020,12,Karnataka,Bengaluru,Kidnapping,60,1363225
2020,12,Karnataka,Bengaluru,Theft,61,1163239
2020,1,Karnataka,Mangaluru,Burglary,11,826553
2020,1,Karnataka,Mangaluru,Fraud,9,650915
2020,1,Karnataka,Mangaluru,Kidnapping,44,573632
2020,2,Karnataka,Mangaluru,Fraud,81,521912
2020,2,Karnataka,Mangaluru,Homicide,58,1122889
2020,2,Karnataka,Mangaluru,Robbery,60,1147993
2020,3,Karnataka,Mangaluru,Cyber Crime,13,1065022
2020,3,Karnataka,Mangaluru,Fraud,37,925464
2020,3,Karnataka,Mangaluru,Homicide,6,875380
2020,5,Karnataka,Mangaluru,Cyber Crime,32,781034
2020,5,Karnataka,Mangaluru,Homicide,7,723561
2020,5,Karnataka,Mangaluru,Theft,49,459868
2020,6,Karnataka,Mangaluru,Fraud,25,708998
2020,6,Karnataka,Mangaluru,Homicide,19,1021821
2020,6,Karnataka,Mangaluru,Robbery,48,1407823
2020,7,Karnataka,Mangaluru,Cyber Crime,61,1373533
2020,7,Karnataka,Mangaluru,Fraud,11,532993
2020,7,Karnataka,Mangaluru,Kidnapping,11,118098
2020,2,Karnataka,Mysuru,Assault,56,400036
2020,2,Karnataka,Mysuru,Burglary,2,557730
2020,2,Karnataka,Mysuru,Fraud,36,1271728
2020,3,Karnataka,Mysuru,Kidnapping,34,1011823
2020,3,Karnataka,Mysuru,Robbery,36,779361
2020,3,Karnataka,Mysuru,Theft,21,603416
2020,5,Karnataka,Mysuru,Assault,35,819964
2020,5,Karnataka,Mysuru,Burglary,32,1039761
2020,5,Karnataka,Mysuru,Robbery,12,150742
2020,10,Karnataka,Mysuru,Fraud,21,1353516
2020,10,Karnataka,Mysuru,Homicide,64,927474
2020,10,Karnataka,Mysuru,Robbery,65,175538
2020,11,Karnataka,Mysuru,Burglary,8,795125
2020,11,Karnataka,Mysuru,Cyber Crime,23,568157
2020,11,Karnataka,Mysuru,Fraud,53,939437
2020,12,Karnataka,Mysuru,Burglary,5,824006
2020,12,Karnataka,Mysuru,Cyber Crime,36,1157559
2020,12,Karnataka,Mysuru,Fraud,74,350730
2020,2,Kerala,Kochi,Assault,23,231544
2020,2,Kerala,Kochi,Homicide,43,207838
2020,2,Kerala,Kochi,Robbery,49,131400
2020,3,Kerala,Kochi,Assault,55,1255100
2020,3,Kerala,Kochi,Cyber Crime,56,697848
2020,3,Kerala,Kochi,Kidnapping,15,1466578
2020,5,Kerala,Kochi,Fraud,36,236146
2020,5,Kerala,Kochi,Kidnapping,26,355147
2020,5,Kerala,Kochi,Theft,41,142566
2020,7,Kerala,Kochi,Assault,56,217091
2020,7,Kerala,Kochi,Cyber Crime,6,178073
2020,7,Kerala,Kochi,Robbery,14,1122757
2020,8,Kerala,Kochi,Cyber Crime,31,988177
2020,8,Kerala,Kochi,Homicide,43,716633
2020,8,Kerala,Kochi,Theft,64,511550
2020,12,Kerala,Kochi,Cyber Crime,54,416503
2020,12,Kerala,Kochi,Fraud,10,322901
2020,12,Kerala,Kochi,Kidnapping,20,586715
2020,1,Kerala,Kozhikode,Assault,55,530728
2020,1,Kerala,Kozhikode,Homicide,16,276214
2020,1,Kerala,Kozhikode,Robbery,18,1061185
2020,6,Kerala,Kozhikode,Homicide,66,1056715
2020,6,Kerala,Kozhikode,Kidnapping,76,280269
2020,6,Kerala,Kozhikode,Theft,36,898610
2020,7,Kerala,Kozhikode,Cyber Crime,64,978354
2020,7,Kerala,Kozhikode,Fraud,35,532031
2020,7,Kerala,Kozhikode,Robbery,5,179739
2020,9,Kerala,Kozhikode,Assault,23,1299579
2020,9,Kerala,Kozhikode,Cyber Crime,66,589393
2020,9,Kerala,Kozhikode,Theft,31,897024
2020,11,Kerala,Kozhikode,Burglary,13,335436
2020,11,Kerala,Kozhikode,Cyber Crime,65,588935
2020,11,Kerala,Kozhikode,Theft,11,1177805
2020,12,Kerala,Kozhikode,Fraud,74,293473
2020,12,Kerala,Kozhikode,Kidnapping,83,337260
2020,12,Kerala,Kozhikode,Theft,11,1379143
2020,1,Kerala,Thiruvananthapuram,Assault,32,771486
2020,1,Kerala,Thiruvananthapuram,Fraud,18,702233
2020,1,Kerala,Thiruvananthapuram,Robbery,58,823040
2020,4,Kerala,Thiruvananthapuram,Burglary,35,422029
2020,4,Kerala,Thiruvananthapuram,Cyber Crime,39,845224
2020,4,Kerala,Thiruvananthapuram,Theft,59,1236228
2020,6,Kerala,Thiruvananthapuram,Cyber Crime,29,1259411
2020,6,Kerala,Thiruvananthapuram,Robbery,56,919052
2020,6,Kerala,Thiruvananthapuram,Theft,50,767733
2020,7,Kerala,Thiruvananthapuram,Homicide,59,1129693
2020,7,Kerala,Thiruvananthapuram,Robbery,48,392399
2020,7,Kerala,Thiruvananthapuram,Theft,42,988773
2020,11,Kerala,Thiruvananthapuram,Burglary,55,1450364
2020,11,Kerala,Thiruvananthapuram,Cyber Crime,49,697863
2020,11,Kerala,Thiruvananthapuram,Homicide,16,1173268
2020,12,Kerala,Thiruvananthapuram,Fraud,32,1191744
2020,12,Kerala,Thiruvananthapuram,Kidnapping,69,962213
2020,12,Kerala,Thiruvananthapuram,Robbery,10,1027870
2020,1,Maharashtra,Mumbai,Fraud,17,556457
2020,1,Maharashtra,Mumbai,Homicide,23,1483894
2020,1,Maharashtra,Mumbai,Theft,21,1462045
2020,2,Maharashtra,Mumbai,Burglary,14,815440
2020,2,Maharashtra,Mumbai,Homicide,67,538098
2020,2,Maharashtra,Mumbai,Robbery,19,788082
2020,3,Maharashtra,Mumbai,Assault,65,1199132
2020,3,Maharashtra,Mumbai,Fraud,67,1166082
2020,3,Maharashtra,Mumbai,Theft,61,1283475
2020,5,Maharashtra,Mumbai,Fraud,20,670544
2020,5,Maharashtra,Mumbai,Robbery,25,297085
2020,5,Maharashtra,Mumbai,Theft,24,886270
2020,6,Maharashtra,Mumbai,Cyber Crime,39,749993
2020,6,Maharashtra,Mumbai,Robbery,58,781259
2020,6,Maharashtra,Mumbai,Theft,66,877104
2020,8,Maharashtra,Mumbai,Assault,25,1152256
2020,8,Maharashtra,Mumbai,Burglary,48,475466
2020,8,Maharashtra,Mumbai,Cyber Crime,55,201516
2020,2,Maharashtra,Nagpur,Assault,18,1293420
2020,2,Maharashtra,Nagpur,Homicide,51,962122
2020,2,Maharashtra,Nagpur,Theft,29,636465
2020,3,Maharashtra,Nagpur,Assault,58,1325414
2020,3,Maharashtra,Nagpur,Cyber Crime,27,1427523
2020,3,Maharashtra,Nagpur,Robbery,23,1210213
2020,5,Maharashtra,Nagpur,Cyber Crime,75,1441878
2020,5,Maharashtra,Nagpur,Fraud,29,1034072
2020,5,Maharashtra,Nagpur,Robbery,34,1235567
2020,9,Maharashtra,Nagpur,Assault,44,675043
2020,9,Maharashtra,Nagpur,Fraud,58,217916
2020,9,Maharashtra,Nagpur,Kidnapping,10,355260
2020,10,Maharashtra,Nagpur,Burglary,26,880101
2020,10,Maharashtra,Nagpur,Homicide,35,518377
2020,10,Maharashtra,Nagpur,Kidnapping,12,1289988
2020,11,Maharashtra,Nagpur,Burglary,64,363616
2020,11,Maharashtra,Nagpur,Kidnapping,70,834999
2020,11,Maharashtra,Nagpur,Robbery,10,891814
2020,2,Maharashtra,Nashik,Burglary,24,100782
2020,2,Maharashtra,Nashik,Fraud,62,158299
2020,2,Maharashtra,Nashik,Homicide,34,998642
2020,3,Maharashtra,Nashik,Cyber Crime,9,1261666
2020,3,Maharashtra,Nashik,Robbery,20,424465
2020,3,Maharashtra,Nashik,Theft,64,1321129
2020,4,Maharashtra,Nashik,Burglary,70,597792
2020,4,Maharashtra,Nashik,Homicide,70,638950
2020,4,Maharashtra,Nashik,Theft,27,610279
2020,7,Maharashtra,Nashik,Fraud,25,725809
2020,7,Maharashtra,Nashik,Kidnapping,25,153448
2020,7,Maharashtra,Nashik,Theft,47,813645
2020,8,Maharashtra,Nashik,Assault,7,1361196
2020,8,Maharashtra,Nashik,Cyber Crime,29,910888
2020,8,Maharashtra,Nashik,Kidnapping,16,322576
2020,11,Maharashtra,Nashik,Assault,14,144811
2020,11,Maharashtra,Nashik,Cyber Crime,21,1134064
2020,11,Maharashtra,Nashik,Robbery,50,720098
2020,1,Rajasthan,Jaipur,Burglary,21,1020950
2020,1,Rajasthan,Jaipur,Cyber Crime,58,974495
2020,1,Rajasthan,Jaipur,Fraud,17,474241
2020,2,Rajasthan,Jaipur,Burglary,63,1142080
2020,2,Rajasthan,Jaipur,Fraud,27,958155
2020,2,Rajasthan,Jaipur,Homicide,25,892297
2020,3,Rajasthan,Jaipur,Burglary,73,1231821
2020,3,Rajasthan,Jaipur,Fraud,57,192891
2020,3,Rajasthan,Jaipur,Robbery,48,192494
2020,5,Rajasthan,Jaipur,Homicide,43,813487
2020,5,Rajasthan,Jaipur,Kidnapping,6,1321210
2020,5,Rajasthan,Jaipur,Robbery,41,1141786
2020,7,Rajasthan,Jaipur,Assault,14,1118685
2020,7,Rajasthan,Jaipur,Burglary,53,635160
2020,7,Rajasthan,Jaipur,Homicide,12,133237
2020,10,Rajasthan,Jaipur,Assault,18,1053036
2020,10,Rajasthan,Jaipur,Cyber Crime,35,1479330
2020,10,Rajasthan,Jaipur,Homicide,23,454235
2020,2,Rajasthan,Jodhpur,Fraud,10,501996
2020,2,Rajasthan,Jodhpur,Kidnapping,53,961405
2020,2,Rajasthan,Jodhpur,Theft,36,1253673
2020,4,Rajasthan,Jodhpur,Cyber Crime,56,238182
2020,4,Rajasthan,Jodhpur,Homicide,44,1055867
2020,4,Rajasthan,Jodhpur,Kidnapping,10,1092919
2020,5,Rajasthan,Jodhpur,Burglary,18,918078
2020,5,Rajasthan,Jodhpur,Cyber Crime,15,396950
2020,5,Rajasthan,Jodhpur,Kidnapping,7,1003514
2020,6,Rajasthan,Jodhpur,Cyber Crime,19,481715
2020,6,Rajasthan,Jodhpur,Kidnapping,39,1486909
2020,6,Rajasthan,Jodhpur,Theft,43,218597
2020,8,Rajasthan,Jodhpur,Assault,54,573029
2020,8,Rajasthan,Jodhpur,Cyber Crime,9,1007235
2020,8,Rajasthan,Jodhpur,Robbery,28,129582
2020,11,Rajasthan,Jodhpur,Assault,16,1173571
2020,11,Rajasthan,Jodhpur,Burglary,21,482172
2020,11,Rajasthan,Jodhpur,Cyber Crime,24,405706
2020,4,Rajasthan,Udaipur,Assault,61,709069
2020,4,Rajasthan,Udaipur,Cyber Crime,5,1012891
2020,4,Rajasthan,Udaipur,Robbery,32,543203
2020,5,Rajasthan,Udaipur,Fraud,36,1363069
2020,5,Rajasthan,Udaipur,Kidnapping,85,1339360
2020,5,Rajasthan,Udaipur,Theft,35,542176
2020,8,Rajasthan,Udaipur,Cyber Crime,45,528435
2020,8,Rajasthan,Udaipur,Fraud,34,127227
2020,8,Rajasthan,Udaipur,Robbery,20,1317599
2020,9,Rajasthan,Udaipur,Assault,68,409181
2020,9,Rajasthan,Udaipur,Cyber Crime,29,1236497
2020,9,Rajasthan,Udaipur,Theft,31,589322
2020,10,Rajasthan,Udaipur,Burglary,14,901339
2020,10,Rajasthan,Udaipur,Fraud,31,1432992
2020,10,Rajasthan,Udaipur,Kidnapping,40,1432501
2020,12,Rajasthan,Udaipur,Assault,37,120948
2020,12,Rajasthan,Udaipur,Burglary,72,859202
2020,12,Rajasthan,Udaipur,Fraud,9,310982
2020,2,Tamil Nadu,Chennai,Burglary,36,1197245
2020,2,Tamil Nadu,Chennai,Fraud,17,1271213
2020,2,Tamil Nadu,Chennai,Robbery,21,407223
2020,5,Tamil Nadu,Chennai,Burglary,19,1064943
2020,5,Tamil Nadu,Chennai,Cyber Crime,97,346743
2020,5,Tamil Nadu,Chennai,Theft,71,1276341
2020,8,Tamil Nadu,Chennai,Assault,52,1147488
2020,8,Tamil Nadu,Chennai,Homicide,15,869728
2020,8,Tamil Nadu,Chennai,Theft,17,1150149
2020,10,Tamil Nadu,Chennai,Homicide,4,712342
2020,10,Tamil Nadu,Chennai,Robbery,51,806903
2020,10,Tamil Nadu,Chennai,Theft,23,1040633
2020,11,Tamil Nadu,Chennai,Assault,31,1389535
2020,11,Tamil Nadu,Chennai,Cyber Crime,12,798067
2020,11,Tamil Nadu,Chennai,Robbery,65,493597
2020,12,Tamil Nadu,Chennai,Burglary,41,1223098
2020,12,Tamil Nadu,Chennai,Homicide,30,891169
2020,12,Tamil Nadu,Chennai,Kidnapping,6,552267
2020,2,Tamil Nadu,Coimbatore,Burglary,24,601031
2020,2,Tamil Nadu,Coimbatore,Cyber Crime,38,866717
2020,2,Tamil Nadu,Coimbatore,Homicide,69,1462551
2020,3,Tamil Nadu,Coimbatore,Assault,34,939043
2020,3,Tamil Nadu,Coimbatore,Cyber Crime,8,1023050
2020,3,Tamil Nadu,Coimbatore,Theft,19,1015047
2020,5,Tamil Nadu,Coimbatore,Kidnapping,36,271696
2020,5,Tamil Nadu,Coimbatore,Robbery,33,1340082
2020,5,Tamil Nadu,Coimbatore,Theft,17,921827
2020,7,Tamil Nadu,Coimbatore,Burglary,74,1013487
2020,7,Tamil Nadu,Coimbatore,Cyber Crime,40,1415406
2020,7,Tamil Nadu,Coimbatore,Kidnapping,3,714812
2020,8,Tamil Nadu,Coimbatore,Homicide,29,329636
2020,8,Tamil Nadu,Coimbatore,Robbery,55,1026786
2020,8,Tamil Nadu,Coimbatore,Theft,21,139194
2020,12,Tamil Nadu,Coimbatore,Cyber Crime,33,1078567
2020,12,Tamil Nadu,Coimbatore,Kidnapping,33,1175722
2020,12,Tamil Nadu,Coimbatore,Robbery,36,623196
2020,1,Tamil Nadu,Tiruchirappalli,Burglary,16,583989
2020,1,Tamil Nadu,Tiruchirappalli,Fraud,8,1062512
2020,1,Tamil Nadu,Tiruchirappalli,Homicide,30,974911
2020,4,Tamil Nadu,Tiruchirappalli,Fraud,38,1271234
2020,4,Tamil Nadu,Tiruchirappalli,Robbery,16,376388
2020,4,Tamil Nadu,Tiruchirappalli,Theft,27,460612
2020,5,Tamil Nadu,Tiruchirappalli,Assault,54,461238
2020,5,Tamil Nadu,Tiruchirappalli,Fraud,76,279451
2020,5,Tamil Nadu,Tiruchirappalli,Theft,71,1451042
2020,6,Tamil Nadu,Tiruchirappalli,Burglary,24,122360
2020,6,Tamil Nadu,Tiruchirappalli,Robbery,44,1195234
2020,6,Tamil Nadu,Tiruchirappalli,Theft,29,687727
2020,8,Tamil Nadu,Tiruchirappalli,Homicide,22,204824
2020,8,Tamil Nadu,Tiruchirappalli,Kidnapping,33,458169
2020,8,Tamil Nadu,Tiruchirappalli,Theft,49,207637
2020,10,Tamil Nadu,Tiruchirappalli,Assault,45,612602
2020,10,Tamil Nadu,Tiruchirappalli,Burglary,12,792037
2020,10,Tamil Nadu,Tiruchirappalli,Cyber Crime,12,707286
2020,1,Telangana,Hyderabad,Cyber Crime,10,1261484
2020,1,Telangana,Hyderabad,Fraud,65,708724
2020,1,Telangana,Hyderabad,Robbery,46,1181994
2020,3,Telangana,Hyderabad,Fraud,12,939047
2020,3,Telangana,Hyderabad,Homicide,11,1405362
2020,3,Telangana,Hyderabad,Robbery,15,1047778
2020,6,Telangana,Hyderabad,Assault,56,750249
2020,6,Telangana,Hyderabad,Kidnapping,11,800074
2020,6,Telangana,Hyderabad,Theft,27,868379
2020,8,Telangana,Hyderabad,Fraud,19,966375
